상품명,구매자 이름,구매자 평점,리뷰 제목,리뷰 내용,맛 만족도
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바, 화이트에디션, RSB-G5000",박*호,5,기대안하고 샀는데 만족중 기대하고 사도됨,쿠팡 몇년이용하면서 리뷰 처음남김그냥 싸길래 샀고 별 기대안했음 소리만 나면 된다는 느낌근데 오고나서 설치해보니 생각외로 진짜 만족함디자인부터 마감처리도 잘돼있고 음질도 나쁘지않음2만원대에 이만한 스피커가 있다는게 놀라움가격두배주고 팔아도 살거같음 가성비스피커로 굿임,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바, 화이트에디션, RSB-G5000",김*일,5,"대만족, 화이트 컬러 짱 이쁨","흰색 부담스러운 블랙 성애자인데 흰색사고 대만족입니다.엘이디 컬러 변화도 이쁘고, 음질도 깔끔함하얀 스피커가 컴터방 분위기를 바꿔주네요",맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바 스피커, 블랙에디션, RSB-G5000",N*C,5,진짜 예쁘네요,오늘 텔레비전과 스피커 같이 오니까 우리 남편 진짜 좋았어요.,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바 스피커, 블랙에디션, RSB-G5000",최*환,5,역시 LED!!,음질과 색상 소리 울림 등 너무 맘에 드는 제품 저렴하게 잘 구입했어요~!!,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바, 화이트에디션, RSB-G5000",솔직리뷰고,5,음질굿. 디자인굿. 가성비 굿굿 1석3조 !!,색상 너무 이쁘고 맘에듭니다가격 가성대비 음질 굿굿 !!기존 검은색 타브랜드 사용하다가화이트 색상 질리지 않고 이쁘네요 ㅋㅋ 완전강추 !!체험단?? 이 아니라그런지 동영상은 업로드가 안되서 아쉽네요 이쁜불빛 반짝거리는데 ㅠㅠㅋㅋ암튼 너무 만조크하고갑니당 !!,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바, 화이트에디션, RSB-G5000",안*우,5,가성비 굿,저기 밑에 싼거 블리츠 샀다가 이상해서 반품하고 이거 샀는데 로켓와우에 음질 좋아요 굿굿 쿠팡도 굿,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바 스피커, 블랙에디션, RSB-G5000",김*아,5,너무 좋아요!,요즘 컴퓨터꾸미기 중이라 디자인 이쁜걸로 구매해보았는데 상품 질도 너무 좋네요! 받자마자 신나서 아무렇게나 연결하고 사진부터 찍었네요! 너무 좋아요!,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바 스피커, 블랙에디션, RSB-G5000",김*규,5,가성비가 좋아요.,이 가격으로 대단한 기대를 하시면 안되지만 가성비 대비 괜찮아요,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바, 화이트에디션, RSB-G5000",지*선,5,등록된 헤드라인이 없습니다,디자인도 예쁘고 소리도 적당하게 들려서 만족합니다.,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바 스피커, 블랙에디션, RSB-G5000",김*주,4,가성비 대비 괜찮아요,별도에 플러그를  콘센트에 꽂지 않아서 좋고다만 볼륨 반이상 올려야 소리가 들리는게 아쉽긴하네요.음질과 소리를 생각하신다면 더 좋은 제품으로 구매하시는게 좋을것 같아요,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바 스피커, 블랙에디션, RSB-G5000",미니미니M,5,예쁘네요,☆   디자인도 조명도 스피커 성능도 맘에 들어요☆  가격대비 최곱니다☆  모니터를 구입하면서 같이 데리고 왔는데 잘한 듯 싶어요☆  만족합니다,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바 스피커, 블랙에디션, RSB-G5000",윤*희,5,화려한 조명이 모니터를~,가성비 너무 좋네요. 소리도 빵빵하고 마감도무난합니다! 방에 불 끄고 ㅋ키면 장난아님ㅋ  불빛이 좀만 더 화려했음 더 좋았을 거 같아요ㅎㅎ,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바, 화이트에디션, RSB-G5000",박*은,5,교환해서 좋은거 받었어요,처음에 택배온거 봤을때 약간 누가 교환신청 하거나 반품한걸 준것 처럼 박스도 너덜하고 안에 에어도 없이 와서 고장 났을거 같다 라고 생각했는데 열어서 테스트 해보니까 볼륨 조절하는 부분이 눌려서 돌릴때 뻑뻑하더라구요 교환 받고 이번에 에어랑 같이 왔습니다!처음에 검정색 구매해서 쓰고 있다가 화이트 나와서 바로 구매 했어요!! 확실히 색도 뭔가 파스텔이라 좋아욥 소리도 이 정도면 괜찮은거 같아요!! 그리고 제가 다른 스피커는 써본 적이 없어서 모르겠지만 가른 스피커보다 세로가 조금 커요 모니터 아래에 두실 분은 사이즈 확인하세요,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바 스피커, 블랙에디션, RSB-G5000",이*훈,5,이쁘네요,led조명이 랜덤으로 표시되네요.단색도 선택가능하게 해줬음 좋겠지만이정도 가격에 만족합니다,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바, 화이트에디션, RSB-G5000",김*세,3,그냥 저가 우퍼가 있는 사운드?,"음질이 베이스가 좀 강하네요... 그렇다고 음악을 들을때 베이스가 풍부하지 않고, 조금 깨지는 사운드가 있습니다 중고인지... 상자가 뜯어져 있네요 가격대비로 생각하면 나쁘지 않습니다.좋은 음질 들으실 꺼면, 다른거 추천합니다.그냥 컴퓨터에서 간단한 음악이나, 영화 보신다면 이 가격에 추천입니다베이스 음질 깨지고, 베이스만 높고, 미디랑 하이는 깍겨있고...처음 들으면, 뭐지? 하실 수 있습니다음질 포기하시고, 소리 들으실 분 이 가격에 너무 좋아요~저는 음질 포기, 그냥 모니터 소리로 듣기에 힘들어서 사용합니다",맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바 스피커, 블랙에디션, RSB-G5000",조*일,3,사운드 빼고는 싼만큼 싼값해요,제품은 좋아요 다만 led가 사진과는 좀 다르더라구요 사진상으론 뭔가 화려해 보이는데 실제로는 싼마이티가 나요그리고 소리가 우퍼처럼 울려주는 그런 느낌은 좋은데 다른 사운드바보다 볼륨감이 낮더라구요 브리츠꺼 쓰다가 고장나서 바꿨는데 그전꺼보다 볼륨이 낮았어요전에꺼는 가장 최소에서 4분에1정도만 돌려도 적절한 볼륨이였는데 이건 반정도로 높혀야 적당한 볼륨이 되더라구요게다가 로켓배송인데 구매한지 2일만에 도착하는건 뭐하는건지......,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바 스피커, 블랙에디션, RSB-G5000",추*택,4,등록된 헤드라인이 없습니다,가성비 상품 입니다소리 크기 3분의 2 이상 하면 심하게 음질이 깨져요,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바, 화이트에디션, RSB-G5000",최*민,3,2개주문 1개 불량,제가 뽑기가 실패 한건지 제품이 불량이 많은건지 2개 시켜서 1개 불량이면 ...,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바 스피커, 블랙에디션, RSB-G5000",신*문,5,가성비 굿입니다,너무 좋아요 모니터 스피커 고장으로 구입했는데 소리가 장난이 아니네요.잘쓸게요,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바, 화이트에디션, RSB-G5000",디비디,4,이쁜데 크기가 …,정말 맘에 드는데 높이가 .. 모니터 전원버튼에 닿아서 ㅠㅠ 모니터 끄고 킬때마다 모니터를 들어야 하네요 제품자체는 좋아요 저는 듀얼 모니터 사이에 공간에 넣어 쓰는데  저와 같은 상황에서 모니터 높이가 10센치 보다 높다면 이제품 추천 합니다 살짝만 작았어도 매우 만족 할 제품 입니다,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바, 화이트에디션, RSB-G5000",정*헌,3,등록된 헤드라인이 없습니다,음질 많이 별루임ㅋㅋㅋ 급해서 산건데 시간을 되돌린다면 차라리 몇만원 더 주고 비싼 제품 살듯,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바, 화이트에디션, RSB-G5000",내이럴줄,4,등록된 헤드라인이 없습니다,음질 괜챃네요.디자인도 심플해서 어디에 둬도 괜찮네요.조작간단하고 삼실에서 쓰기에도 좋으네요...,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바 스피커, 블랙에디션, RSB-G5000",이*미,5,가성비 사운드바 최고,가성비 사운드바로 최고입니다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 이 가격에 사운드 빵빵한거 실환가요..... 배그할때 몰입감 쩝니다 ㄱㄱ,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바 스피커, 블랙에디션, RSB-G5000",장*규,5,가성비가 좋아요,가성비 짱입니다.디자인 깔끔하고 고급스럽고...생각보다 제품이 커서 있어보이는 느낌~!! ㅋㅋ음질도 좋아요~!!구글에서 음악 듣는데.....오마이걸 너무 이뻐보인다 ㅋㅋ아린의 목소리를 더 잘들을 수 있게 되서 좋아요 ㅋㅋ개인적으로 게임을 잘 안하지만 레인보우 색으로 노래에 맞춰 바뀌니 기분이 좋네요.그런데 제 손은 똥손인듯...사진 계속 흔들려서 그냥 올림 ㅋ,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바 스피커, 블랙에디션, RSB-G5000",엄*자,5,등록된 헤드라인이 없습니다,"그냥별로 비추 음질도 기능도 별로, 초딩아들이 불빛 이뿌다고 구매 딱 그취향 입니다",맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바 스피커, 블랙에디션, RSB-G5000",이*정,5,만족합니다~^^,가성비 좋은 사운드바네요~~쿠팡에서 저렴히 구매해서 잘 사용하고 있어요~만족합니다 ~^^,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바 스피커, 블랙에디션, RSB-G5000",양*미,5,등록된 헤드라인이 없습니다,생각보다 음질 좋아요크기도 크지도 작지도 않아서 딱 적당해요LED  불빛이  반짝  ? 이니 더멋져요 ~~,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바 스피커, 블랙에디션, RSB-G5000",석*현,5,이쁘고 소리 잘나와요,디자인 이쁘고 불도 이쁘게 잘되어 있네요 소리 빵빵게 잘나옵니다 추천드립니다,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바, 화이트에디션, RSB-G5000",손*영,5,넘 이뻐요 ㅠ ㅠ,쿠팡 체험단으로 상품 제공 받고 작성하는 후기입니다!안 그래도 pc방처럼 사용하고 싶었는데 뭔가 항상 2프로 부족했다 싶었는데 스피커도 led가 있는 거 첨 알았어요 그래서 혹시나 키보드 패드도 알아 보고 쿠팡에서 사버렸네용 ^^..쿠체 체험 하다가 실구매까지 ~ 스피커에 나오는 led도 색상도 너무 이쁘고음질도 이 금액대에 이 정도면 아주 만족해요 ^^~확실히 led 색상이 흰색 스피커로 구매하는 게 좋을 거 같아요!!너무 만족합니다 ㅠ ㅠ  게임도 너무 잘될 것 같아요  쿠팡체험단 이벤트로 상품을 무료로 제공 받아 작성한 구매 후기입니다.,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바, 화이트에디션, RSB-G5000",김*정,4,등록된 헤드라인이 없습니다,노트북만 쓰다가 이번에 컴퓨터 화이트 케이스로 맞춰서 스피커 키보드 마우스도 화이트로 바꿨는데 잘 어울리고 예뻐요. 음질이 생각했던 것 이상으로 괜찮고 이어폰도 꽂을 수 있어 좋아요. 그런데 사자마자 처음 이어폰 꽂은건데 접촉불량 심하네요…ㅠㅠ 줄이 조금 더 길었으면 좋겠지만 그래도 만족스러운 편이에요.,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바, 화이트에디션, RSB-G5000",손*정,5,마음에 들어요~,예쁘고 마음에 들어요~음악을 듣고 싶은데 노트북 볼륨으로는 소리가 너무 작고음질이 마음에 안들어서 신랑이 하나 새로 사줬어요~하지만 소리 볼륨은 조금 높에 해야 크게 잘 들리는 편이에요~이부분은 크게 불편한것도 아니여서 문제 될건 없어요~불빛도 들어와서 너무 예쁘네요~ㅎㅎ저렴한 가격에 잘 산것 같아요~,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바, 화이트에디션, RSB-G5000",구*선,5,LED가 조화롭게 어울리는 스피커,이번에 집이 화이트 우드톤으로 맞추려고 계획해서 먼저 쓰던 검점색을 버리고 화이트로 샀는데 LED가 나오는것도 매력적인데색이 변하기도하고 밝기도 조금씩 변하고 생각보다 가성비가 좋은거 같아요 한번 오래오래 써볼게요~~,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바 스피커, 블랙에디션, RSB-G5000",한*주,5,좋아요,사운드도 좋구 무난해요 색도 막 바뀌기도하고 이쁘고요 밤에 불끄면 정말이쁘네요,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바, 화이트에디션, RSB-G5000",김*라,5,등록된 헤드라인이 없습니다,음질 상당히 괜찮아요 흰색이라 이쁩니다근데 본체가 책상 아래에 있는분들은 마이크선이 다른두개의 선보다 좀 짧아서 저는 본체까지 마이크 선이 안닿습니다ㅜ 선이 전체적으로 좀 짧은편이네요그거말고는 사용하는데 문제없고 좋아요 생각보다 위아래가 넓어서 클줄알았는데 그렇지도않네용,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바 스피커, 블랙에디션, RSB-G5000",나인송,5,등록된 헤드라인이 없습니다,내돈내산 솔직후기입니다 게임할려고 컴퓨터를 구매했는데 스피커를 까먹고 주문안했더라구요 그래서 급하게 주문했는데 로켓배송으로 하루만에 금방도착했습니다! 색상은 블랙으로 저희 집 디자인이랑 찰떡이구요소리도 빵빵한게 너무 좋습니다!! 선 길이도 넉넉해서 본체에usb꼽고도 모지라지않네요 너무 만족합니당~~~,맛 평가 없음
"로이체 2채널 멀티미디어 RGB 레인보우 LED 게이밍 사운드바, 화이트에디션, RSB-G5000",이*정,5,가성비 너무 좋네요,"뭔가 리뷰 사진 보니 디자인이 두툼두툼해서고민 좀 하다 산건데 실물이 더 예쁘네요!음질은 가격대비 정말 괜찮아요!! 3만원의 행복이네요!!!조명 색감도 채도 낮은 rgv라 너무 예쁘고요살짝 검은 때가 제품에 묻어와서 물티슈로 열심히 닦아줬구요,그 외엔 하자도 없어보이고 좋습니다.고장 안나길 바라며..! 리뷰 마칩니다!",맛 평가 없음
