,상품명,리뷰,구매자 평점
40672,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",귀 잘 빠지다 내구 달 구매 실사 용기 이제 되다 데이 어폰 케이스 달라붙다 자석 세다 이어폰 끄다 내다 때 이어폰 이음새 부분 결국 떨어지다 나가다 본드 대충 마감 사용 고하다 결국 또 발생 이 부분 너무 알다 좋다,0
40673,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",어제 받다 밤 잘 듣다 아침 갑자기 왼쪽 전원 안 켜다 환장 오른쪽 충전 시키다 두다 잘 되다 설명서 보다 초기 화 페어 링 다 하다 왼쪽 아예 전원 알다 들어오다 ㅋㅋ ㅋㅋ ㅋㅋ 마음 아프다 하루 음질 디자인 오래 쓰다 바라다 ㅠ 교환 받다 잘 쓰다 오늘 이번 오른쪽 아예 작동 알다 하다 ㅋㅋ ㅋㅋ ㅋㅋ ㅋㅋ,0
40674,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",유선 많다 쭉 사용 걸리적거리다 이참 무선 바꾸다 가격 대비 착 한가 격 같다 꺼내다 나무 편하다 디자인 정말 깔끔 이쁘다 착용감 좋다 실생활 전혀 방해 안되다 완전 추천 통사 영해 음질 좋다 완전 방수 기능 마음 들다 정말 잘 구매 하다 같다,1
40675,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",배터리 용량 빵빵 좋다 ㅋ 디자인 고급 일단 음질 제일 크다 만족 ㅎ 막다 귀 생각하다 확실히 예전 쓰다 너무 부드럽다 음질 귀 편안 쓰다 ㅋㅋ 특히 전 끄다 길다 걷다 중간중간 끊다 길 때 많다 아서 좀 스트레스 받다 짐 몇일 쓰다 끊기다 없다 진짜 잘 산거 같다 ^^ 만족 굿 굿,1
40676,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",충전 후 사용 시간 많이 짧다 착용감 음질 일단 다 좋다 사용 하다 좀 너무 충전 알리다 뜨다 사용 하다 수명 다 되다 시간 처음 사용 때 한번 충전 다시 충전 때 사용 시간 좀 주다 시간 비슷 하다 좀 덜다 쓰다 새다 좀 심하다,0
40677,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",블루 투스 연결 한쪽 뜨다 맞다 원래 뜨다 되다 뜨다 그렇다 한쪽 들려오다 어 하다 만지다 왼쪽 들리다 오른쪽 들리다 동시 알다 들리다 설명서 참조 아무리 하다 한쪽 들리다 불량 인 거인 호환 안되다 핸드폰 갤럭시 노트 울트라 쓰다 고 잇다,0
40678,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",불루 투스 더 이상 망설이다 필요 없이 강력 추천 하다 신중히 고르다 쿠 팡 인기 상품 위 상품 평 참조 하다 후 구입 사용 역시 최고 잘 구입 하다 같다 부 루 투스 이어폰 구입 바로 강력히 추천 망 릴 없다 바로 구입 권하다,1
40680,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",운전 통화 많이 하다 직업 블루 투스 이어폰 이것저것 많이 사용 사람 으 써 다르다 가격 면 기능 면 만족,1
40681,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",오예 굿 득템 받자 마 자 충전 지금 사용 있다 생각 외로 좋다 왠 저렴 아주 별로 생각하다 가성 비 아주 좋다 케이스 고급지 괜찮다 음악 듣다 막다 귀 그렇다 소리 좋다 통화 음질 좋다 ^^ 그리고 운동 딱 좋다 요즘 끼다 운동,1
40682,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",디자인 크기 크다 잡 곳 있다 반품 하다 있다 음 장점 싸다 다단 점 한쪽 소리 중간중간 줄어들다 커지다 다 하다 폰 들다 있다 통화 상대방 목소리 끊기다 폰 멀리 있다 때 끊기다 듣다 끊기다 귀 걸다 통화 상대방 말 잘 알다 들리다 한쪽 빼다 입 대다 통화 하다 하다 때 많다,0
40683,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",제품 여러 가지다 비교 선택 하다 잘 산 같다 베이스 음질 끈 힘 없다 좋다 착용감 귀 모양 다르다 다르다 있다 부드럽다 잘 맞았어 통화 문제 없다 터치 받다 끈 수 있다 편리 충전 케이스 딱 맞다 안착 잘 되다 마음 에드,1
40684,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",무선 이어폰 잘 사용 충전 잘 하다 사진 내용 차량 용 잭 충전 하다 배터리 과열 타다 녹다 새로 구입 거의 집다 충전 고장 아 답 구입 사용 강력 권장,1
40686,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",기존 쓰다 음질 연결 편리 함 월등히 좋다,1
40688,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",가격 올리다 전력 충전기 어댑터 포함 되다 훨씬 좋다 같다 집 전력 충전기 아무리 뒤지다 없다 하나시 켜다 고장 거대 비하다 더 주문 그나마 어댑터 있다 일단 충전 하다 몇일 쓰다 배송 제대로 쓰다 그사이 문제없다,0
40689,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",음질 여태 블루 투스 이어폰 젤 구리다 배터리 음질 젤 구리다 배터리 시간 어제 사다 밤새 충전 오늘 듣다 시간 정도 들다 배터리 부족 어이없다 음질 젤 구 에이 징 작업 인작 업다 하다 들다 별로 단 한 이어폰 통화 젤 좋다 폰 끼다 대화 댐,1
40690,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",사다 후회 같다 품질 가성 비다 대비 좋다 사운드 퀄리티 높다 듣다 무료 오디오 앱 깔다 들다 차이나 좋다 팬 톤 앱 그리 크다 좋다 느낌 알다 들다 안드로이드 다른 무료 앱 깔다 ㅎ 훨씬 음질 좋다 지금 아주 만족 샤워 쓰다 문제 없이 작동 잘 되다 ㅎ,1
40691,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",아주 만족 일단 착용 편안 좋다 땀 흘러내리다 귀 붙다 있다 제일 좋다 외부 소음 차단 되다 사실 요즘 외부 운동 시작 사용 해보다 전 쓰다 이어폰 완전 비교 되다 가성 비다 좋다 제품 생각 추천,1
40692,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",초기 자주 도착 약 주다 조금 넘다 사용 중인 오른쪽 연결 되다 왼쪽 연결 못 하다 왼쪽 되다 오른쪽 안되다 초기 후 다시 블루 투스 잡다 잘 되다 초기 하다 되다 두세 벌다 하다 가능 하다 너무 불편 충천 빨리 되다 좋다,0
40696,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",음악 좋다 유선 무선 여러 가지 특히 귓구멍 작다 이어폰 끼 귀 아프다 요 내 귀 맞춤 아직 지다 음질 근 통화 때 별로 자다 안 들다 음악 듣다 사용 각,0
40697,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",기존 쓰다 제품 같다 회사 다른 모델 떨어뜨리다 분해 되다 한쪽 알다 들리다 이 구매 되다 품질 기존 써 보다 좋다 알다 있다 보관함 미끄럽다 소재 떨어뜨리다 염려 덜다 외부 베터 잔량 표기 되다 있다 뚜껑 안열 되다 편하다 이번 오래 잘 쓸다 있다,1
40698,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",요즘 살 너무 찌다 계단 오르다 하다 심심 음악 들다 걸다 사다 와우 음질 완전 깨끗 잡음 페어 링 빠르다 넘다 흐 넘다 흐 좋다 한번 충전 오래가다 케이스 앙증맞다 들다 있다 분실 우려 없다 신랑 브랜드 들다 있다 음질 차이다 전혀 못 느끼다 ㅎ,1
40699,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",핸드폰 멀리 이동 때 있다 블루 투스 연결 거리 원하다 미터 이상 멀다 잘 들리다,1
40700,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",음질 아주 좋다 디자인 아주 이쁘다 서다 만족 하다 심플 하다 디자인 확 눈 띄다 소리 잘 들리다 연결 속도 빠르다 잡음 없이 사용 있다 너무 좋다 같다 충전 한번 하다 오래 사용 있다 만족 하다 귀 고정 잘 되다 만족 하다 원하다 그런 이어폰,1
40701,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",아빠 주다 급하다 구매 정말 마음 들다 하다 아빠 운송업 근무 무선 이어폰 자주 잃어버리다 급하다 주문 배송 정말 빨리다 보내다 꼼꼼 잘 보내다 감사 아빠 디자인 마음 들다 하다 귀 꽂다 때 불편 잘 맞다,1
40702,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",모르다 운전 상대방 쪽 끊기다 업다 다 고하다 블루 투스 산 되다 비싸다 쓰다 평소 때 잘 되다 크다 차 몰다 통화 하다 상대방 시끄럽다 다 고하다 말 끊다 기다 고요 또 속다 마음 사보 운전 와이프 통화 해보다 하다,0
40705,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",사세 잃어버리다 ㅠ 또 사다 이번 충전 크다 레 잃어버리다 이어폰 본채 동안 충전 못하다 근데 후 연결 해보다 배터리 ㅋㅋ ㅋㅋ ㅋㅋ 있다 ㅋ 노래 겁나다 잘 나오다 ㅋ 아주 좋다 크다 레 잃어버리다 뜻밖에 성능 검증 앗 그리고 결국 잃다 다 찾다 해피엔딩 사세 사세,1
40706,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",평 타 이상 한 아쉽다 건 폰 떨어지다 금방 끊기다 네 요 그리하다 음질 좋다 반 응 속도 느리다 고통 나쁘다 충전 잘 되다 귀 작다 사람 잘 맞다 잘 빠지다 신랑 이어폰 캡 바꾸다 되다 잘 모르다 리뷰 제일 많다 구매 없다 구매 하다 같다 만족,1
40707,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",중학생 고등학생 조카 사주 남자애 덤벙대다 잃어버리다 다반사 너무 고가 제품 사주 부담 되다 또 그렇다 너무 지다 안 좋다 사주 청력 알다 좋다 고민 되다 상세 페이 읽다 상품 평 꼼꼼히 보다 사다 성공 ㅎㅎ 음질 착용감 가격 모두 만족,1
40708,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",착 한가 격의 굿 제품 배송 빠르다 제품 생각 너무 좋다 간혹 끊기다 음질 좋다 만족 추천,1
40709,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",정도 사용 아직 이상 없이 잘 쓰다 출퇴근길 사용 그렇다 충전 자주 안 하다 도 되다 귀 별로 없다 마스크 착용 하다 불편 없다 통화 음질 상대방 입장 잘 모르다 만일 잘 안 들리다 말 없다 잘 되다 같다,1
40710,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",가성 비다 짱 배송 빠르다 안전 오다 방충제 꼼꼼히 포장 되다 보내다 예전 저가 무선 이어폰 사다 바로 고장 나다 노인 이어폰 사용 여름 되다 운동 때 사용 구입 일단 디자인 너무 고급지 잡음 없이 소리 깨끗 터치 가다 착용감 좋다 가격 대비 좋다,1
40712,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",상품 품질 좋다 물론 이어폰 꽉 맞다 약산 멀리 들리다 느낌 있다 어떤 이어폰 마찬가지 같다 사용 좋다 참 근데 충전기 사용 좀 낯설다 휴대폰 선 찾다 쓰다 약간 불편 그러나 전반적 만족 상품,1
40713,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",음질 최고 상품 평이 좋다 주문 하다 크다 기대 없다 빠르다 블루 투스 연결 음질 좋다 그리다 전 귀구멍 작다 막다 언 박싱 하다 이어폰 크다 귀 잘 알다 맞다 걱정 막다 끼우다 잘 맞다 네 요 자다 쓸다 같다 모양 사실 취향 음질 이그 상쇄 잘 쓰다,1
40714,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",한 달 이상 써보다 쓰다 후기 가격 이 착하다 제품 생각 인식 하다 기능 하다 때 좋다 요 주다 잃어버리다 비싸다 사기 아깝다 사람 추천 후기 아직 잘 쓰다 다니다 습 다 터 없다 꽂다 블루 투스 계속 연결 상태 되다,1
40716,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",가성 비다 좋다 확실히 싸다 괜찮다 디자인 괜춘다 귀찮다 사진 안 찍다 진짜 좋다 가끔 한쪽 들리다 좀 빡 치다 긴하다 그렇다 때 블루 투스 등록 헤다 제해 주다 다시 켜다 동안 꾹 누르다 되다 유튜브 들어가다 도움 되다,1
40718,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",편하다 마음 쏙 들다 줄 되다 이어폰 쓰다 가격 적당 하다 쓰다 후기 보다 다 너무 좋다 구매 결정 빠르다 배송 받다 ^^ 오다 마 자 쓰다 충전 시간 짧다 사용 시간 엄청 길다 ^^ 음질 좋다 잘 빠지다 귀 불편 하다 알 귀 속 잘 맞다 편하다 너무 좋다,1
40719,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",음질 깔끔 사용 시간 긷다 좋다 같다 제품 견고 좋다 디자인 깔끔 이쁘다,1
40720,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",디자인 반하다 일단 그냥 구매 음질 안 좋다 걱정 ㅋㅋ 근데 음질 상태도 꽤 괜찮다 배터리 오래가다 다른 블루 투스 이어폰 출근 다녀오다 퇴근길 오링 ㅠㅠ 충전 깜빡 다음날 출근길 잘 쓰다 ㅋㅋ 귀 눌리다 아프다 툭 빠지다 없다 좋다,1
40721,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",너무 좋다 구매 사용 너무 좋다 착용감 종 미끄럼 없다 어용 착용감 좋다 요소 너무 좋다 용 얼마 전 사용 귀 미끄러지다 고음 악 듣다 넘다 무 음질 알다 좋다 통화 시상대 방 소리 짤다 요 그래 더 주문 선물 구매 하다,1
40722,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",한번 쓰다 연결 상태 좋다 음성 지연 없다 오리지널 어떤 다르다 궁금 분 위하다 팁 크다 배터리 용량 다르다 약간 이동성 및 가성 비다 초점 용량 오리지널 배터리 크기 초점 용량 둔거 같다 입문 괜찮다,1
40723,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",구입 지남 음질 좋다 사용 후 주 뒤 한쪽 계속 따로 등록 해제 하다 등록 불편 함 생김 고객센터 연락 초기 재등록 하다 동영상 보내다 초기 사용 결론 짧다 길다 초기 사용 별 두개 주 서비스 센터 응대 완전 별로,0
40724,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",음 이번 아이폰 구매 애플 무선 이어폰 딱히 많이 쓸다 같다 여기저기 찾아보다 후 펜톤 제품 구매 되다 막다 귀 그렇다 음질 괜찮다 착용감 괜찮다 무선 이어폰 처음 써보다 편리 가격 이성 능 굳이 비싸다 제품 딱히 사다 필요 없다 보이다,1
40725,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",한 안되다 고장 좃 같다 한 알다 쓰다 지금 왼쪽 끄다 블루 투스 연결 되다 오른쪽 전원 켜다 끄다 연결 안 폰 다시 시작 이어폰 같이 종료 하다 다시 연결 하다 오른쪽 안되다 왼쪽 연결 되다 ㅈ 같다 진짜 등신 절대 사다 말다 환불 하다,0
40726,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",원래 사다 너무 비싸다 같다 그냥 사다 생각 좋다 기능 다 하다 ㅎㅎ 가성 비다,1
40727,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",가성 비다 굳 배터리 기재 되다 길다 징 은거 같다 문제 없다 킹,1
40728,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",맨날 끊기다 기계음 계속 나다 뽑다 잘못 되다 지금 같다 브랜드 상품 사다 때 아무 문제 없다 불량품 같다 ㅠ 산지 시간 좀 되다 교환 처리 안 하다 계속 끊기다 한쪽 연결 끊어지다 계속 알다 들리다 노래 재생 없이 블루 투스 연결 기계음 계속 들려오다,0
40729,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",신랑 블루 투스 이어폰 갖다 노래 불러대다 길다 부르다 대다 까다 언능 사다 로켓 배송 진짜 좋다 ㅠ 너무 ㅠ 그래도 리뷰 꼼꼼히 읽다 가격 대비 좋다 보이다 사다 신다 조아라 옆 있다 굳이 전화 오다 잘 들리다 테스트 허허 진작에 주다 그리하다 가격 대비 좋다,1
40730,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",가성 비다 좋다 다른 분 남기다 후기 엔 귀 잘 빠지다 안 빠지다 고정 잘 되다 궁금 우선 고정 잘 되다 귀가 아프다 장시간 착용 하다 받자 마 자 시간 정도 사용 불편 없다 음질 평범,0
